Bill number,Supplier,Transaction date,Due date,Supplier invoice number,Amounts are,Item,Description,Account No.,No. of Unit,Unit Price,Discount %,Amount ($),Tax code,Tax amount ($),Job No.,Job name
380703,Australian Super,########,########,380703,Tax exclusive,,Jaxon Woods,2-1383,1,116.2,,116.2,N-T,0,,
380703,Australian Super,########,########,380703,Tax exclusive,,Neil Worth - $250 Salary Sacrifice,2-1383,1,573.91,,573.91,N-T,0,,
380703,Australian Super,########,########,380703,Tax exclusive,,Adam Young,2-1383,1,772.44,,772.44,N-T,0,,
380713,Services Australia,########,########,380713,Tax exclusive,,Rod Hamilton - January,2-2100,1,735.02,,735.02,N-T,0,,
R24027,Coast Wide Certification,########,########,R24027,Tax exclusive,,9 Windward way,5-1439,1,909.09,,909.09,GST,90.91,,
R24029,Coast Wide Certification,########,########,R24029,Tax exclusive,,Lot 10 Old Gympie road,5-1439,1,909.09,,909.09,GST,90.91,,
80,Michael Heslip,########,########,80,Tax exclusive,,Shyadh Mohamed,5-1445,1,"2,418.18",,"2,418.18",GST,241.82,,
CAR24/0015,FCRC,########,########,CAR24/0015,Tax exclusive,,,6-2024,1,480,,480,GST,48,,
176-50515,Paul Wignall,########,########,176-50515,Tax exclusive,,Lot 28 Abode way,5-1445,1,"2,510.00",,"2,510.00",N-T,0,,
276,A&C Mac Concreting,########,########,276,Tax exclusive,,104 Beach drive,5-1445,1,"34,745.45",,"34,745.45",GST,"3,474.55",,
905,Fraser Coast Shed Builders Pty Ltd,########,########,905,Tax exclusive,,Johny George,5-1445,1,"2,363.64",,"2,363.64",GST,236.36,,
31,Hervey Bay Concreting,########,########,31,Tax exclusive,,Denmans Camp road,5-1445,1,"3,500.00",,"3,500.00",GST,350,,
821,Touching Hearts Animal Rescue,########,########,821,Tax exclusive,,,6-1489,1,"1,500.00",,"1,500.00",FRE,0,,
62655,Northern Consulting Engineers,########,########,62655,Tax exclusive,,Engineering Design,5-1439,1,"1,500.00",,"1,500.00",GST,150,,
235800,Bob's Tyre Centre,########,########,235800,Tax exclusive,,Tyre replacement,6-1819,1,372.73,,372.73,GST,37.27,,
1704,JK Floor Prep,########,########,1704,Tax exclusive,,11 Sonder street,5-1445,1,750,,750,GST,75,,
1703-50481,JK Floor Prep,########,########,1703-50481,Tax exclusive,,200 Long street,5-1445,1,"1,500.00",,"1,500.00",GST,150,,
35993,FBHS (Aust) Pty Ltd,########,########,35993,Tax exclusive,,Daryl Thompson,5-1439,1,310.54,,310.54,GST,31.05,,
35710,FBHS (Aust) Pty Ltd,########,########,35710,Tax exclusive,,Alan Baker,5-1439,1,223.88,,223.88,GST,22.39,,
36055,FBHS (Aust) Pty Ltd,########,########,36055,Tax exclusive,,Liam Kelly,5-1439,1,317.26,,317.26,GST,31.73,,
35825,FBHS (Aust) Pty Ltd,########,########,35825,Tax exclusive,,Adam Hand,5-1439,1,443.95,,443.95,GST,44.4,,
36002,FBHS (Aust) Pty Ltd,########,########,36002,Tax exclusive,,John Austin,5-1439,1,438.85,,438.85,GST,43.89,,
CAR24/0018,FCRC,########,########,CAR24/0018,Tax exclusive,,,6-2024,1,480,,480,GST,48,,
20247476,Rapid Building Approval,########,########,20247476,Tax exclusive,,Lot 107 (2) Noeme street,5-1439,1,722.73,,722.73,GST,72.27,,
R24030,Coast Wide Certification,########,########,R24030,Tax exclusive,,2A christensen street,5-1439,1,909.09,,909.09,GST,90.91,,
78,Dundowran Floorcoverings,########,########,78,Tax exclusive,,Flooring installation,5-1445,1,"1,517.76",,"1,517.76",GST,151.78,,
896049,Advance Metal Industries Aust.,########,########,896049,Tax exclusive,,,5-1445,1,530.3,,530.3,GST,53.03,,
62813,Northern Consulting Engineers,########,########,62813,Tax exclusive,,Engineering Design,5-1439,1,895,,895,GST,89.5,,
34,Gmac Floors,########,########,34,Tax exclusive,,Flooring Installation,5-1445,1,"2,576.09",,"2,576.09",GST,257.61,,
39,Ketter Family Trust,########,########,39,Tax exclusive,,Floor Installations,5-1442,1,"5,953.75",,"5,953.75",GST,595.38,,
27,Robert Spoltaric,########,########,27,Tax exclusive,,Flooring installation,5-1445,1,"4,026.19",,"4,026.19",N-T,0,,
84482-1,Watkins Electrical,########,########,84482-1,Tax exclusive,,Fitted 12 x 10a plug tops,5-1445,1,141.2,,141.2,GST,14.12,,
13-50308,Shawn Hills,########,########,13-50308,Tax exclusive,,Flooring installation,5-1442,1,"2,230.17",,"2,230.17",N-T,0,,
CFLO2250-1/6537,Sunstar Timber Flooring,########,########,CFLO2250-1/6537,Tax exclusive,,,5-1442,1,"6,403.32",,"6,403.32",GST,640.33,,
29.01.24,National Tiles,########,########,29.01.24,Tax exclusive,,Statement dated 29.01.24,5-1445,1,"19,138.79",,"19,138.79",GST,"1,913.88",,
9203,FCRC,########,########,9203,Tax exclusive,,,6-2024,1,38.82,,38.82,GST,3.88,,
9120266,Wormald Hervey Bay,########,########,9120266,Tax exclusive,,Service of equipment 535 Boat Harbour Dr,6-1996,1,35,,35,GST,3.5,,
6240380,Bremick Fasteners,########,########,6240380,Tax exclusive,,,5-1445,1,568.4,,568.4,GST,56.84,,
62787,Northern Consulting Engineers,########,########,62787,Tax exclusive,,Engineering Design,5-1439,1,445,,445,GST,44.5,,
IN408A0001056,Battery World,########,########,IN408A0001056,Tax exclusive,,Replacement battery,6-1835,1,236.36,,236.36,GST,23.64,,
1295560,Ozroll Pty Ltd,########,########,1295560,Tax exclusive,,,5-1445,1,"3,146.03",,"3,146.03",GST,314.6,,
12-50267,Nick Burke,########,########,12-50267,Tax exclusive,,,5-1445,1,"2,894.36",,"2,894.36",GST,289.44,,
67,William Howard,########,########,67,Tax exclusive,,Vinyl Plank Installation,5-1445,1,"4,180.72",,"4,180.72",N-T,0,,
906,Fraser Coast Shed Builders Pty Ltd,########,########,906,Tax exclusive,,Lisa Nitschinsk,5-1445,1,"2,606.36",,"2,606.36",GST,260.64,,
10412,A.T. Concreting,########,########,10412,Tax exclusive,,Lot 36 Humpback cct,5-1445,1,"6,183.64",,"6,183.64",GST,618.36,,
81,Michael Heslip,########,########,81,Tax exclusive,,Joe Otley,5-1445,1,"3,581.82",,"3,581.82",GST,358.18,,
178-50522,Paul Wignall,########,########,178-50522,Tax exclusive,,191 Elizabeth street,5-1445,1,"3,555.00",,"3,555.00",N-T,0,,
381216,UHI Investments Pty Ltd,########,########,381216,Tax exclusive,,1/2 Share January Shed Commissions,5-1439,1,"2,050.07",,"2,050.07",GST,205.01,,
381217,BEMEKO Pty Ltd,########,########,381217,Tax exclusive,,1/2 Share January Shed Commissions,5-1439,1,"2,050.07",,"2,050.07",GST,205.01,,
381399,Aluminium Speciaties,########,########,381399,Tax exclusive,,January Statement,5-1445,1,"1,938.90",,"1,938.90",GST,193.89,,
381400,Stratco (Qld) Pty. Ltd. +,########,########,381400,Tax exclusive,,January Statement,5-1445,1,"80,923.47",,"80,923.47",GST,"8,092.35",,
381401,Suntex Pty. Ltd. +,########,########,381401,Tax exclusive,,January Statement,5-1445,1,"20,357.37",,"20,357.37",GST,"2,035.74",,
381402,Intex Concepts,########,########,381402,Tax exclusive,,January Statement,5-1445,1,"12,615.91",,"12,615.91",GST,"1,261.59",,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1821,1,304.48,,304.48,GST,30.45,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1666,1,653,,653,GST,65.3,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1825,1,306.55,,306.55,GST,30.65,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1829,1,96.36,,96.36,GST,9.64,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1833,1,372.4,,372.4,GST,37.24,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1837,1,175.44,,175.44,GST,17.54,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1841,1,130.46,,130.46,GST,13.05,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1780,1,248.66,,248.66,GST,24.87,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1684,1,217.85,,217.85,GST,21.79,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1717,1,197.59,,197.59,GST,19.76,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1766,1,559.16,,559.16,GST,55.92,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1774,1,75.54,,75.54,GST,7.55,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1758,1,545.52,,545.52,GST,54.55,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1805,1,252.5,,252.5,GST,25.25,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1789,1,314.55,,314.55,GST,31.46,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1845,1,181.21,,181.21,GST,18.12,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1729,1,2.68,,2.68,GST,0.27,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1737,1,303.18,,303.18,GST,30.32,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1809,1,174.35,,174.35,GST,17.44,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1857,1,296.74,,296.74,GST,29.67,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1793,1,152.25,,152.25,GST,15.22,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1797,1,340.88,,340.88,GST,34.09,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1853,1,169.33,,169.33,GST,16.93,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1770,1,406.44,,406.44,GST,40.64,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1785,1,123.73,,123.73,GST,12.37,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1813,1,186.38,,186.38,GST,18.64,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1801,1,132.16,,132.16,GST,13.22,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1817,1,468.35,,468.35,GST,46.84,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1674,1,187.62,,187.62,GST,18.76,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1861,1,325.15,,325.15,GST,32.51,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1865,1,166.8,,166.8,GST,16.68,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1662,1,2.68,,2.68,GST,0.27,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1632,1,174.8,,174.8,GST,17.48,,
381403,BP Aust,########,########,381403,Tax exclusive,,101.85,6-1725,1,362.97,,362.97,GST,36.3,,
381563,Southern Cross Austereo National Tiles,########,########,381563,Tax exclusive,,January Statement,6-1448,1,"1,932.00",,"1,932.00",GST,193.2,,
381564,News Corp Australia,########,########,381564,Tax exclusive,,Digital Advertising Blinds & Flooring January Statement,6-1450,1,"3,596.40",,"3,596.40",GST,359.64,,
381565,Bunnings Building Supplies,########,########,381565,Tax exclusive,,January Statement,5-1445,1,"3,064.72",,"3,064.72",GST,306.47,,
381566,Fraser Coast Bolts,########,########,381566,Tax exclusive,,January Statement,5-1445,1,"6,182.85",,"6,182.85",GST,618.28,,
381567,Southern Cross Austereo,########,########,381567,Tax exclusive,,January Statement,6-1448,1,650,,650,GST,65,,
381568,Hervey Bay Pelican Freight,########,########,381568,Tax exclusive,,January Statement,5-1445,1,"12,139.20",,"12,139.20",GST,"1,213.92",,
381569,Samios Plumbing Supplies,########,########,381569,Tax exclusive,,January Statement,5-1445,1,"2,494.21",,"2,494.21",GST,249.42,,
381570,Stramit Building Products,########,########,381570,Tax exclusive,,January Statement,5-1445,1,313.5,,313.5,GST,31.35,,
381571,Bradnams +,########,########,381571,Tax exclusive,,January Statement,5-1445,1,"8,555.71",,"8,555.71",GST,855.57,,
381572,Office National,########,########,381572,Tax exclusive,,January Statement,6-1966,1,892.89,,892.89,GST,89.29,,
381573,Vulcan Steel,########,########,381573,Tax exclusive,,January Statement,5-1445,1,"4,824.16",,"4,824.16",GST,482.42,,
381574,Stramit (Taurean 24864),########,########,381574,Tax exclusive,,January Statement,5-1445,1,########,,########,GST,"11,150.75",,
381575,Handy Hire +,########,########,381575,Tax exclusive,,January Statement,6-1508,1,323,,323,GST,32.3,,
381576,Pacific Wholesale Distributors,########,########,381576,Tax exclusive,,January Statement,5-1445,1,"65,690.75",,"65,690.75",GST,"6,569.07",,
381783,BJ Security,########,########,381783,Tax exclusive,,January Statement,5-1445,1,"24,746.39",,"24,746.39",GST,"2,474.64",,
381784,Byrne Bros +,########,########,381784,Tax exclusive,,January Statement,5-1445,1,"1,186.22",,"1,186.22",GST,118.62,,
380044,UHI Investments Pty Ltd,########,########,380044,Tax exclusive,,Dividend February,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
380045,BEMEKO Pty Ltd,########,########,380045,Tax exclusive,,Dividend February,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
380046,Stephen Hill,########,########,380046,Tax exclusive,,February Dividend,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
380047,Lyn Hill,########,########,380047,Tax exclusive,,Dividend February,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
380048,S & L Hill Super Fund - Macquarie Super,########,########,380048,Tax exclusive,,Rent February,6-1985,1,"6,345.45",,"6,345.45",GST,634.55,,
380048,S & L Hill Super Fund - Macquarie Super,########,########,380048,Tax exclusive,,Rent February,6-1981,1,"15,000.00",,"15,000.00",GST,"1,500.00",,
20247530,Rapid Building Approval,########,########,20247530,Tax exclusive,,185 RV Homebase,5-1439,1,722.73,,722.73,GST,72.27,,
20247531,Rapid Building Approval,########,########,20247531,Tax exclusive,,Lot 5 (71) Copenhagen street,5-1439,1,722.73,,722.73,GST,72.27,,
20247532,Rapid Building Approval,########,########,20247532,Tax exclusive,,Lot 55 (39) Senor ave,5-1439,1,722.73,,722.73,GST,72.27,,
20247536,Rapid Building Approval,########,########,20247536,Tax exclusive,,Lot 106 (19) Warrego drive,5-1439,1,722.73,,722.73,GST,72.27,,
R24038,Coast Wide Certification,########,########,R24038,Tax exclusive,,59 Ti Tree road,5-1439,1,909.09,,909.09,GST,90.91,,
R24039,Coast Wide Certification,########,########,R24039,Tax exclusive,,8-10 East street,5-1439,1,818.18,,818.18,GST,81.82,,
35735,FBHS (Aust) Pty Ltd,########,########,35735,Tax exclusive,,Terence Wilks,5-1439,1,311.56,,311.56,GST,31.16,,
35656,FBHS (Aust) Pty Ltd,########,########,35656,Tax exclusive,,Terence & Dianne Wilks,5-1439,1,311.56,,311.56,GST,31.16,,
36049,FBHS (Aust) Pty Ltd,########,########,36049,Tax exclusive,,Ben Cakurs,5-1439,1,445.48,,445.48,GST,44.55,,
36068,FBHS (Aust) Pty Ltd,########,########,36068,Tax exclusive,,Tusitala Devolpment & Consulting,5-1439,1,311.67,,311.67,GST,31.17,,
180-50580,Paul Wignall,########,########,180-50580,Tax exclusive,,48 Bay Park road,5-1445,1,320,,320,N-T,0,,
179,Paul Wignall,########,########,179,Tax exclusive,,32 Hough way,5-1445,1,400,,400,N-T,0,,
19-50653,Darren Kennedy,########,########,19-50653,Tax exclusive,,Floor Installations,5-1445,1,"2,419.40",,"2,419.40",GST,241.94,,
80,Dundowran Floorcoverings,########,########,80,Tax exclusive,,Flooring installation,5-1445,1,988.32,,988.32,GST,98.83,,
1.02.24,MF Build,########,########,1.02.24,Tax exclusive,,53 Aimee drive,5-1445,1,"3,927.27",,"3,927.27",GST,392.73,,
CAR24/0020,FCRC,########,########,CAR24/0020,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
241244-501002,All Aussie Lawns & Maintenance,########,########,241244-501002,Tax exclusive,,Slash vacant bock,5-1445,1,120,,120,N-T,0,,
ADG39612010,C & L Kertland Pty Ltd,########,########,ADG39612010,Tax exclusive,,Garry & Corrine McEwan,5-1445,1,"5,454.55",,"5,454.55",GST,545.45,,
UHI January,Nanas Animal Rescue Inc,########,########,UHI January,Tax exclusive,,January donation,6-1489,1,750,,750,N-T,0,,
643,Henzells Agency Pty Ltd,########,########,643,Tax exclusive,,Rent 01.03.24-31.03.24,6-1921,1,"6,117.82",,"6,117.82",GST,611.78,,
381309,Aluminium Speciaties,########,########,381309,Tax exclusive,,Novemeber Statement back pay,5-1445,1,"1,376.30",,"1,376.30",GST,137.63,,
3352,Keen Eye Cleaning,########,########,3352,Tax exclusive,,Commercial Clean 11.01.24-25.01.24,5-1445,1,900,,900,GST,90,,
552312,JJ Richards,########,########,552312,Tax exclusive,,,6-2023,1,"5,043.65",,"5,043.65",GST,504.36,,
996404803,Cars Plus Mechanical,########,########,9.96E+08,Tax exclusive,,Service. 176235KM,6-1731,1,"9,713.18",,"9,713.18",GST,971.32,,
236032,Bob's Tyre Centre,########,########,236032,Tax exclusive,,Tyre replacement,6-1787,1,"1,352.73",,"1,352.73",GST,135.27,,
381314,House & Haven Australia,########,########,381314,Tax exclusive,,January Statement,5-1445,1,982.99,,982.99,GST,98.3,,
381353,Office of State Revenue,########,########,381353,Tax exclusive,,"January Return 2023-2024 Taxable Wages $272286 (Employee $262365, Super $0, Subcontractors $9921)",6-1960,1,"7,026.56",,"7,026.56",FRE,0,,
36085,FBHS (Aust) Pty Ltd,########,########,36085,Tax exclusive,,Tony Cordie,5-1439,1,307.13,,307.13,GST,30.71,,
36098,FBHS (Aust) Pty Ltd,########,########,36098,Tax exclusive,,Lewis Williams,5-1439,1,307.48,,307.48,GST,30.75,,
36117,FBHS (Aust) Pty Ltd,########,########,36117,Tax exclusive,,Henry & Helen Gow,5-1439,1,179.05,,179.05,GST,17.91,,
35815,FBHS (Aust) Pty Ltd,########,########,35815,Tax exclusive,,Don Fell Val Walters,5-1439,1,444.74,,444.74,GST,44.47,,
CAR24/0021,FCRC,########,########,CAR24/0021,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
CAR24/0022,FCRC,########,########,CAR24/0022,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
277,A&C Mac Concreting,########,########,277,Tax exclusive,,34 Caretta cct,5-1445,1,"12,000.00",,"12,000.00",GST,"1,200.00",,
10394,Admired Flooring,########,########,10394,Tax exclusive,,,5-1445,1,"2,617.34",,"2,617.34",GST,261.73,,
1866-50616,Turfworks,########,########,1866-50616,Tax exclusive,,,5-1445,1,289.55,,289.55,GST,28.96,,
552401,JJ Richards,########,########,552401,Tax exclusive,,,6-2023,1,"4,748.85",,"4,748.85",GST,474.89,,
84727-1,Watkins Electrical,########,########,84727-1,Tax exclusive,,Fitted 8 x 7 plug tops,5-1445,1,264.75,,264.75,GST,26.48,,
24029,River Heads Flooring,########,########,24029,Tax exclusive,,Flooring installation,5-1445,1,"1,373.56",,"1,373.56",GST,137.36,,
381524,Tidal Insurance Brokers,########,########,381524,Tax exclusive,,Motor Fleet Insurance,6-1518,1,"20,644.60",,"20,644.60",GST,"2,064.46",,
381524,Tidal Insurance Brokers,########,########,381524,Tax exclusive,,Liability,6-1515,1,"24,525.00",,"24,525.00",GST,"2,452.50",,
381524,Tidal Insurance Brokers,########,########,381524,Tax exclusive,,SCTP Business Pack,6-1515,1,"4,753.62",,"4,753.62",GST,475.36,,
381524,Tidal Insurance Brokers,########,########,381524,Tax exclusive,,Management Liability,6-1517,1,"6,042.51",,"6,042.51",GST,604.25,,
381524,Tidal Insurance Brokers,########,########,381524,Tax exclusive,,Marine Transit,6-1515,1,501.37,,501.37,GST,50.14,,
381524,Tidal Insurance Brokers,########,########,381524,Tax exclusive,,Motor Fleet,6-1515,1,468.7,,468.7,GST,46.87,,
381526,Supagas Pty Ltd,########,########,381526,Tax exclusive,,Gas supply Lower Mountain Road,5-1445,1,222.21,,222.21,GST,22.22,,
15-50375,Charles Galea,########,########,15-50375,Tax exclusive,,Flooring installation,5-1445,1,467.6,,467.6,GST,46.76,,
6,C Tucker,########,########,6,Tax exclusive,,Flooring installation,5-1445,1,"2,012.42",,"2,012.42",GST,201.24,,
CAR24/0028,FCRC,########,########,CAR24/0028,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
8354,JR Marketing Group,########,########,8354,Tax exclusive,,Google domination,6-1999,1,"1,272.73",,"1,272.73",GST,127.27,,
186852,FCF Fire & Electricial,########,########,186852,Tax exclusive,,,6-1998,1,77.4,,77.4,GST,7.74,,
